FechaSalida;FechaEntrada;Motivo;Ocupacion;Estadia;Gente;GastoTotal;GastoAlojamiento;GastoAlimentacion;GastoTransporteInternac;GatoTransporteLocal;GastoCultural;GastoTours;GastoCompras;GastoResto
2/2/2024;22/2/2024;Ocio, Recreo, Vacaciones;Jubilado, Pensionista;20;2;1200;604.47;451.57;360;143.96;0;0;0;0
3/2/2024;6/2/2024;Ocio, Recreo, Vacaciones;Jubilado, Pensionista;3;3;715.82;242.48;228.52;359.77;244.82;0;0;0;0
3/2/2024;7/2/2024;Visita familiares / amigos;Trabajador dependiente;4;1;306.83;0;63.92;0;35.8;25.57;0;90.52;91.02
3/2/2024;8/2/2024;Ocio, Recreo, Vacaciones;Profesional dependiente;5;2;1500;450;250;218;233.27;112.71;0;201.16;252.86
3/2/2024;8/2/2024;Ocio, Recreo, Vacaciones;Trabajador dependiente;5;3;500;115.99;109.31;0;117.11;56.59;0;100.99;0
3/2/2024;8/2/2024;Visita familiares / amigos;Jubilado, Pensionista;5;2;700;0;200;208;0;99.44;0;177.48;223.08
3/2/2024;9/2/2024;Ocio, Recreo, Vacaciones;Trabajador Independiente;6;3;1000;400;122.81;0;131.58;52.98;0;150;142.63
3/2/2024;9/2/2024;Ocio, Recreo, Vacaciones;Trabajador dependiente;6;2;1800;628.99;469.89;0;149.8;551.32;0;0;0
3/2/2024;12/2/2024;Ocio, Recreo, Vacaciones;Profesional dependiente;9;4;3400;1109.38;828.78;0;264.21;648.26;0;549.37;0
3/2/2024;12/2/2024;Ocio, Recreo, Vacaciones;Profesional independiente;9;5;1800;650;400;0;250;234.03;0;198.33;67.63
3/2/2024;13/2/2024;Ocio, Recreo, Vacaciones;Profesional dependiente;10;4;1500;349.62;329.48;0;352.99;85.28;0;0;382.63
3/2/2024;14/2/2024;Visita familiares / amigos;Jubilado, Pensionista;11;2;767.09;0;281.33;0;301.41;66.2;0;118.15;0
3/2/2024;16/2/2024;Ocio, Recreo, Vacaciones;Trabajador dependiente;13;4;1800;658.71;492.1;0;156.88;266.48;0;225.83;0
3/2/2024;16/2/2024;Ocio, Recreo, Vacaciones;Profesional dependiente;13;4;2915.81;1220.12;911.51;0;290.58;493.59;0;0;0
4/2/2024;6/2/2024;Ocio, Recreo, Vacaciones;Profesional dependiente;2;3;718.58;51.14;152.34;230.13;163.21;0;0;351.88;0
4/2/2024;7/2/2024;Visita familiares / amigos;Trabajador dependiente;3;2;178.99;0;76.71;0;12.78;25.57;0;36.44;27.48
4/2/2024;7/2/2024;Ocio, Recreo, Vacaciones;Jubilado, Pensionista;3;3;383.54;127.85;193.89;0;61.81;0;0;0;0
4/2/2024;9/2/2024;Ocio, Recreo, Vacaciones;Profesional dependiente;5;3;800;300;100.48;0;40;150;0;92.83;116.69
4/2/2024;9/2/2024;Ocio, Recreo, Vacaciones;Trabajador Independiente;5;2;700;280;69.4;0;20;150;0;100;80.6
4/2/2024;9/2/2024;Visita familiares / amigos;Trabajador dependiente;5;2;790;0;201.54;0;64.25;283.75;0;240.47;0
4/2/2024;12/2/2024;Ocio, Recreo, Vacaciones;Trabajador dependiente;8;4;1500;550;300;0;200;213.84;0;181.22;54.93
4/2/2024;12/2/2024;Ocio, Recreo, Vacaciones;Patron, Com, Ind, Prod Agrop;8;4;3000;1000;700;0;190.94;527.04;0;446.64;135.38
5/2/2024;7/2/2024;Trabajo / Profesion;Trabajador dependiente;2;1;200;0;96.56;0;103.44;0;0;0;0
5/2/2024;7/2/2024;Trabajo / Profesion;Profesional dependiente;2;1;480.08;93.6;88.21;119.92;94.51;0;0;203.75;0
5/2/2024;8/2/2024;Compras;Trabajador dependiente;3;2;600;142.63;134.42;0;0;115.97;0;206.98;0
5/2/2024;8/2/2024;Compras;Trabajador dependiente;3;1;300;88.4;83.31;0;0;0;0;128.29;0
5/2/2024;9/2/2024;Ocio, Recreo, Vacaciones;Trabajador dependiente;4;3;409.11;0;145.58;0;46.41;0;0;217.12;0
5/2/2024;9/2/2024;Visita familiares / amigos;Trabajador dependiente;4;4;500;0;109.41;0;34.88;192.54;0;163.17;0
5/2/2024;10/2/2024;Ocio, Recreo, Vacaciones;Trabajador dependiente;5;2;1220.8;250;253.91;220;272.02;50;0;100;294.87
5/2/2024;10/2/2024;Ocio, Recreo, Vacaciones;Trabajador dependiente;5;2;800;270.34;254.77;0;0;0;39.49;235.39;0
5/2/2024;10/2/2024;Ocio, Recreo, Vacaciones;Trabajador dependiente;5;2;700;212.06;199.85;0;0;103.46;0;184.64;0
5/2/2024;12/2/2024;Ocio, Recreo, Vacaciones;Profesional dependiente;7;2;1500;629.26;470.1;0;0;0;0;400.65;0
5/2/2024;12/2/2024;Ocio, Recreo, Vacaciones;Profesional independiente;7;5;1800;500;400;0;230;200;0;371.48;98.52
5/2/2024;13/2/2024;Visita familiares / amigos;Profesional dependiente;8;4;1158.05;0;560.93;0;178.82;0;0;418.3;0
5/2/2024;14/2/2024;Ocio, Recreo, Vacaciones;Estudiante;9;4;1800;725.68;542.13;0;172.83;0;0;359.36;0
5/2/2024;20/2/2024;Ocio, Recreo, Vacaciones;Trabajador dependiente;15;3;3758.3;1287.28;1116.5;2029.56;211.48;0;0;1143.04;0
6/2/2024;8/2/2024;Trabajo / Profesion;Profesional dependiente;2;1;280.59;81.42;62.88;369.41;136.29;0;0;0;0
6/2/2024;9/2/2024;Visita familiares / amigos;Trabajador dependiente;3;2;594.65;0;105.17;0;33.53;246.8;0;209.15;0
6/2/2024;10/2/2024;Compras;Profesional independiente;4;2;600;197.97;186.57;0;0;0;0;215.46;0
6/2/2024;12/2/2024;Ocio, Recreo, Vacaciones;Trabajador dependiente;6;2;650;186.31;175.58;239.85;188.11;0;0;100;0
6/2/2024;12/2/2024;Ocio, Recreo, Vacaciones;Trabajador dependiente;6;2;434.68;147.25;138.77;204.56;148.67;0;0;0;0
6/2/2024;13/2/2024;Ocio, Recreo, Vacaciones;Patron, Com, Ind, Prod Agrop;7;4;2216.17;656.99;490.81;0;156.47;493.59;0;418.3;0
6/2/2024;13/2/2024;Ocio, Recreo, Vacaciones;Trabajador dependiente;7;2;787.86;450.97;336.9;412.14;0;0;0;0;0
6/2/2024;13/2/2024;Ocio, Recreo, Vacaciones;Trabajador dependiente;7;2;2000;202.29;194.8;0;0;0;0;1602.91;0
6/2/2024;16/2/2024;Ocio, Recreo, Vacaciones;Trabajador dependiente;10;2;690.38;203.81;192.07;178.99;205.77;0;0;88.73;0
6/2/2024;20/2/2024;Ocio, Recreo, Vacaciones;Trabajador dependiente;14;1;1389.12;400.49;347.36;676.52;65.8;194.47;0;381.01;0
6/2/2024;21/2/2024;Ocio, Recreo, Vacaciones;Trabajador dependiente;15;4;5977.92;2967.16;879.16;4524;219.79;0;92.39;1709.53;109.89
7/2/2024;11/2/2024;Tratamiento Salud;Profesional dependiente;4;1;300;74.25;69.97;0;74.97;0;0;80.81;0
7/2/2024;12/2/2024;Compras;Trabajador Independiente;5;2;662.4;134.71;126.95;0;136.01;0;0;117.29;147.43
7/2/2024;14/2/2024;Visita familiares / amigos;Profesional independiente;7;2;1600;0;411.04;0;440.36;0;0;271.26;477.34
7/2/2024;14/2/2024;Visita familiares / amigos;Trabajador dependiente;7;2;500;0;161.24;0;172.74;59.62;0;106.41;0
8/2/2024;11/2/2024;Compras;Trabajador dependiente;3;3;1500;287.56;271;0;290.33;233.81;0;417.3;0
8/2/2024;12/2/2024;Visita familiares / amigos;Trabajador dependiente;4;2;184.94;0;140.23;0;44.71;0;0;0;0
8/2/2024;13/2/2024;Trabajo / Profesion;Trabajador dependiente;5;1;1000;333.44;286.69;0;0;0;0;379.87;0
8/2/2024;13/2/2024;Ocio, Recreo, Vacaciones;Profesional dependiente;5;2;1700;432.74;323.29;0;103.06;455.17;0;385.74;0
8/2/2024;15/2/2024;Ocio, Recreo, Vacaciones;Profesional dependiente;7;5;2000;509.88;480.52;0;514.8;177.68;0;317.11;0
8/2/2024;15/2/2024;Ocio, Recreo, Vacaciones;Jubilado, Pensionista;7;1;370.76;0;178.99;49.86;0;51.14;0;127.85;12.78
8/2/2024;15/2/2024;Ocio, Recreo, Vacaciones;Trabajador dependiente;7;2;600;152.44;143.66;204.56;153.91;0;0;150;0
8/2/2024;16/2/2024;Trabajo / Profesion;Patron, Com, Ind, Prod Agrop;8;2;745.3;375.42;280.46;0;89.41;0;0;0;0
9/2/2024;9/2/2024;Compras;Trabajador dependiente;0;2;125.29;0;60.49;0;64.8;0;0;0;0
9/2/2024;9/2/2024;Compras;Trabajador dependiente;0;2;106.11;0;51.14;0;54.97;0;0;0;0
9/2/2024;9/2/2024;Ocio, Recreo, Vacaciones;Trabajador dependiente;0;3;300;101.62;95.77;0;102.6;0;0;0;0
9/2/2024;9/2/2024;Compras;Jubilado, Pensionista;0;5;100;0;48.28;0;51.72;0;0;0;0
9/2/2024;12/2/2024;Ocio, Recreo, Vacaciones;Profesional independiente;3;2;1301.42;289.98;273.28;98.58;0;0;0;420.8;317.36
9/2/2024;12/2/2024;Visita familiares / amigos;Trabajador dependiente;3;1;200;0;78.74;127.85;0;0;0;121.26;0
9/2/2024;13/2/2024;Visita familiares / amigos;Profesional independiente;4;2;1500;0;390.81;0;0;0;461.91;647.28;0
9/2/2024;14/2/2024;Ocio, Recreo, Vacaciones;Trabajador dependiente;5;3;1200;426.57;402.01;0;0;0;0;371.42;0
9/2/2024;14/2/2024;Ocio, Recreo, Vacaciones;Profesional independiente;5;3;3600;271.84;256.18;0;274.46;0;0;2500;297.51
9/2/2024;15/2/2024;Ocio, Recreo, Vacaciones;Profesional dependiente;6;3;2000;489.69;461.49;202.18;494.42;199.09;0;355.31;0
9/2/2024;15/2/2024;Visita familiares / amigos;Estudiante;6;1;407.05;0;89.49;49.86;0;38.35;0;102.28;176.92
9/2/2024;15/2/2024;Trabajo / Profesion;Profesional dependiente;6;1;500;200;120.69;89.49;129.31;0;0;50;0
9/2/2024;15/2/2024;Visita familiares / amigos;Estudiante;6;2;383.54;0;216.7;239.85;0;0;0;166.84;0
9/2/2024;16/2/2024;Ocio, Recreo, Vacaciones;Profesional dependiente;7;1;674.04;188.6;177.73;119.92;190.42;0;0;117.29;0
9/2/2024;16/2/2024;Visita familiares / amigos;Jubilado, Pensionista;7;1;242.91;0;146.34;89.49;0;0;0;96.57;0
9/2/2024;16/2/2024;Ocio, Recreo, Vacaciones;Trabajador dependiente;7;2;613.67;171.7;161.82;239.85;173.36;0;0;106.79;0
9/2/2024;19/2/2024;Ocio, Recreo, Vacaciones;Patron, Com, Ind, Prod Agrop;10;4;3500;1600;1000;0;300;276.68;0;234.48;88.84
9/2/2024;21/2/2024;Visita familiares / amigos;Trabajador dependiente;12;5;5782.77;0;1266.72;0;2745.54;522.1;0;1248.42;0
10/2/2024;12/2/2024;Ocio, Recreo, Vacaciones;Trabajador Independiente;2;2;335.34;53.88;50.78;0;54.4;0;0;117.29;58.97
10/2/2024;12/2/2024;Compras;Trabajador Independiente;2;2;335.34;53.88;50.78;0;54.4;0;0;117.29;58.97
10/2/2024;13/2/2024;Visita familiares / amigos;Otros;3;1;400;0;110.77;0;118.67;0;0;170.56;0
10/2/2024;14/2/2024;Ocio, Recreo, Vacaciones;Trabajador dependiente;4;3;553.38;107.77;101.56;0;108.81;0;0;117.29;117.95
10/2/2024;14/2/2024;Visita familiares / amigos;Jubilado, Pensionista;4;2;200;0;96.56;0;103.44;0;0;0;0
10/2/2024;14/2/2024;Ocio, Recreo, Vacaciones;Trabajador dependiente;4;2;500;137.34;129.43;0;0;83.75;0;149.48;0
10/2/2024;15/2/2024;Ocio, Recreo, Vacaciones;Profesional dependiente;5;4;1800;417.57;393.52;0;421.6;203.72;0;363.58;0
10/2/2024;15/2/2024;Ocio, Recreo, Vacaciones;Profesional independiente;5;2;900;208.79;196.76;0;210.8;101.86;0;181.79;0
10/2/2024;15/2/2024;Visita familiares / amigos;Trabajador Independiente;5;3;460.25;0;204.56;153.42;0;50.85;0;90.76;114.08
10/2/2024;15/2/2024;Ocio, Recreo, Vacaciones;Trabajador dependiente;5;3;755;0;214.92;202.18;230.25;111.26;0;198.57;0
10/2/2024;16/2/2024;Ocio, Recreo, Vacaciones;Trabajador dependiente;6;7;1022.78;357.97;306.83;0;46.03;102.28;0;83.59;126.08
10/2/2024;16/2/2024;Ocio, Recreo, Vacaciones;Trabajador Independiente;6;3;407.84;140.78;105.17;0;33.53;0;0;104.58;23.77
10/2/2024;16/2/2024;Ocio, Recreo, Vacaciones;Trabajador dependiente;6;2;1800;621.35;464.19;0;147.98;0;0;461.55;104.93
10/2/2024;17/2/2024;Ocio, Recreo, Vacaciones;Trabajador dependiente;7;2;4513.75;1400;1253.52;486.25;399.61;1260.62;0;200;0
10/2/2024;19/2/2024;Ocio, Recreo, Vacaciones;Profesional dependiente;9;5;1200;500;350;0;170;84.25;0;71.4;24.35
10/2/2024;19/2/2024;Trabajo / Profesion;Patron, Com, Ind, Prod Agrop;9;2;2195.09;492.05;380.02;0;823.66;0;0;499.37;0
10/2/2024;20/2/2024;Trabajo / Profesion;Profesional dependiente;10;1;1661.93;751.9;646.49;338.07;263.55;0;0;0;0
10/2/2024;25/2/2024;Ocio, Recreo, Vacaciones;Trabajador Independiente;15;3;2915.73;0;1142.58;0;1224.1;197.16;0;351.88;0
10/2/2024;26/2/2024;Ocio, Recreo, Vacaciones;Profesional independiente;16;2;1500;352.46;272.21;0;589.99;84.15;0;201.2;0
11/2/2024;13/2/2024;Visita familiares / amigos;Trabajador dependiente;2;2;301.62;0;70.12;0;22.35;0;0;209.15;0
11/2/2024;15/2/2024;Ocio, Recreo, Vacaciones;Trabajador Independiente;4;4;1928.54;355;406.25;0;435.24;262.88;0;469.17;0
11/2/2024;15/2/2024;Ocio, Recreo, Vacaciones;Trabajador dependiente;4;4;1250;268.8;253.32;269.57;271.4;163.92;0;292.56;0
11/2/2024;15/2/2024;Ocio, Recreo, Vacaciones;Trabajador dependiente;4;2;700;100;220.71;150;236.46;142.82;0;0;0
11/2/2024;19/2/2024;Religion y Peregrinaciones;Trabajador dependiente;8;4;2800;859.7;810.18;0;867.99;262.13;0;0;0
11/2/2024;19/2/2024;Ocio, Recreo, Vacaciones;Trabajador Independiente;8;3;1300;400;250;0;209.69;100;0;113.02;227.3
11/2/2024;19/2/2024;Ocio, Recreo, Vacaciones;Trabajador dependiente;8;2;508.92;187.71;140.23;0;44.71;0;0;104.58;31.7
11/2/2024;19/2/2024;Ocio, Recreo, Vacaciones;Trabajador dependiente;8;4;1500;600;400;0;200;142.56;0;120.82;36.62
11/2/2024;21/2/2024;Ocio, Recreo, Vacaciones;Trabajador dependiente;10;2;3000;1016.24;957.71;0;1026.05;0;0;0;0
11/2/2024;21/2/2024;Ocio, Recreo, Vacaciones;Trabajador dependiente;10;4;3500;1763.03;1317.09;0;419.88;0;0;0;0
11/2/2024;21/2/2024;Ocio, Recreo, Vacaciones;Trabajador dependiente;10;4;2000;957.07;714.99;0;227.94;0;0;100;0
11/2/2024;11/4/2024;Trabajo / Profesion;Profesional dependiente;60;1;11283.44;4137.89;1266.72;369.41;2628.3;0;0;0;3250.54
12/2/2024;13/2/2024;Trabajo / Profesion;Profesional independiente;1;1;160.08;54.23;51.1;119.92;54.75;0;0;0;0
12/2/2024;14/2/2024;Trabajo / Profesion;Profesional independiente;2;1;230;77.91;73.42;0;78.66;0;0;0;0
12/2/2024;15/2/2024;Ocio, Recreo, Vacaciones;Trabajador dependiente;3;2;562.53;178.99;153.42;97.16;53.19;42.83;0;76.45;57.66
12/2/2024;15/2/2024;Visita familiares / amigos;Jubilado, Pensionista;3;2;255.7;0;102.28;99.72;0;0;0;87.46;65.96
12/2/2024;16/2/2024;Ocio, Recreo, Vacaciones;Trabajador dependiente;4;4;1534.17;306.83;306.83;0;153.42;81.82;0;341.68;343.58
12/2/2024;16/2/2024;Ocio, Recreo, Vacaciones;Trabajador Independiente;4;2;409.11;138.59;130.6;239.85;139.92;0;0;0;0
12/2/2024;17/2/2024;Compras;Trabajador dependiente;5;2;700;248.84;234.5;0;0;0;0;216.66;0
12/2/2024;19/2/2024;Ocio, Recreo, Vacaciones;Trabajador Independiente;7;2;1244.94;377.19;355.47;0;380.83;131.44;0;0;0
12/2/2024;19/2/2024;Ocio, Recreo, Vacaciones;Trabajador dependiente;7;4;3200;903.42;674.91;0;215.16;678.74;0;575.2;152.56
12/2/2024;20/2/2024;Ocio, Recreo, Vacaciones;Profesional dependiente;8;2;1200;350;181.1;220;200;58.59;0;200;210.31
12/2/2024;27/2/2024;Visita familiares / amigos;Trabajador dependiente;15;2;2000;0;899.53;0;0;224.7;45.08;830.69;0
12/2/2024;13/3/2024;Visita familiares / amigos;Jubilado, Pensionista;30;1;2720;0;800;925;0;300;0;739.49;880.51
13/2/2024;14/2/2024;Compras;Trabajador Independiente;1;2;226.32;26.94;25.39;0;27.2;0;0;117.29;29.49
13/2/2024;14/2/2024;Compras;Trabajador Independiente;1;2;1400;0;96.56;0;103.44;0;0;1200;0
13/2/2024;16/2/2024;Visita familiares / amigos;Trabajador dependiente;3;4;357.97;0;102.28;0;30.68;0;0;128.27;96.74
13/2/2024;16/2/2024;Ocio, Recreo, Vacaciones;Patron, Com, Ind, Prod Agrop;3;4;894.93;230.13;117.97;0;126.39;101.79;0;181.66;137
13/2/2024;16/2/2024;Ocio, Recreo, Vacaciones;Trabajador dependiente;3;2;760.15;172.64;162.69;239.85;174.3;0;0;250.52;0
13/2/2024;19/2/2024;Ocio, Recreo, Vacaciones;Profesional dependiente;6;3;2317.56;500;300;0;489.64;197.16;0;300;530.76
13/2/2024;19/2/2024;Ocio, Recreo, Vacaciones;Profesional dependiente;6;4;2000;489.69;461.49;0;494.42;199.09;0;355.31;0
13/2/2024;19/2/2024;Ocio, Recreo, Vacaciones;Profesional dependiente;6;4;1800;427.97;403.32;0;432.1;173.99;52.1;310.53;0
13/2/2024;19/2/2024;Visita familiares / amigos;Profesional independiente;6;2;267.05;0;105.17;0;33.53;0;0;104.58;23.77
13/2/2024;21/2/2024;Ocio, Recreo, Vacaciones;Trabajador Independiente;8;2;1444.78;729;216;1254;54;0;160;258.78;27
13/2/2024;24/2/2024;Ocio, Recreo, Vacaciones;Patron, Com, Ind, Prod Agrop;11;3;3070.73;600;350;0;897.68;150;0;100;973.06
13/2/2024;28/2/2024;Ocio, Recreo, Vacaciones;Profesional independiente;15;4;3500;1561.54;1166.57;1944.99;371.9;0;0;400;0
14/2/2024;16/2/2024;Visita familiares / amigos;Profesional dependiente;2;2;500;0;120;0;50;89.62;0;159.95;80.42
14/2/2024;16/2/2024;Visita familiares / amigos;Trabajador dependiente;2;3;204.56;0;63.92;0;25.57;38.35;0;51.04;25.66
14/2/2024;16/2/2024;Otros;Jubilado, Pensionista;2;1;178.99;0;0;119.92;0;0;0;51.14;127.85
14/2/2024;17/2/2024;Compras;Trabajador dependiente;3;2;500;118.86;112.01;0;0;96.64;0;172.48;0
14/2/2024;17/2/2024;Compras;Trabajador dependiente;3;2;500;147.34;138.85;0;0;0;0;213.81;0
14/2/2024;19/2/2024;Ocio, Recreo, Vacaciones;Trabajador Independiente;5;3;3000;985.07;735.91;0;234.6;0;0;878.07;166.35
14/2/2024;19/2/2024;Otros;Profesional independiente;5;2;795.35;269.42;253.91;239.85;272.02;0;0;0;0
14/2/2024;19/2/2024;Visita familiares / amigos;Trabajador dependiente;5;2;383.54;0;178.99;0;76.71;0;0;107.49;20.36
14/2/2024;20/2/2024;Ocio, Recreo, Vacaciones;Trabajador dependiente;6;2;1000;237.76;224.07;239.85;240.05;96.66;28.94;172.51;0
14/2/2024;20/2/2024;Ocio, Recreo, Vacaciones;Trabajador dependiente;6;2;787.86;400;387.86;412.14;0;0;0;0;0
14/2/2024;21/2/2024;Ocio, Recreo, Vacaciones;Trabajador Independiente;7;2;2880.08;616.93;581.4;119.92;622.88;0;0;383.68;675.19
14/2/2024;22/2/2024;Ocio, Recreo, Vacaciones;Profesional dependiente;8;6;3000;1500;1000;1920;500;0;0;0;0
14/2/2024;22/2/2024;Ocio, Recreo, Vacaciones;Trabajador dependiente;8;7;7000;1000;4549.61;2500;1450.39;0;0;0;0
14/2/2024;26/2/2024;Ocio, Recreo, Vacaciones;Trabajador Independiente;12;3;1500;451.12;500;0;107.44;197.71;0;167.55;76.18
14/2/2024;26/2/2024;Ocio, Recreo, Vacaciones;Profesional dependiente;12;2;1500;610.28;300;0;60;200;0;226.66;103.06
15/2/2024;18/2/2024;Trabajo / Profesion;Patron, Com, Ind, Prod Agrop;3;1;600;174.1;134.46;369.41;291.44;0;0;0;0
15/2/2024;19/2/2024;Ocio, Recreo, Vacaciones;Trabajador Independiente;4;3;500;140.38;132.29;0;141.73;85.6;0;0;0
15/2/2024;20/2/2024;Visita familiares / amigos;Jubilado, Pensionista;5;2;1060.15;0;301.79;239.85;323.32;156.23;0;278.82;0
15/2/2024;20/2/2024;Ocio, Recreo, Vacaciones;Trabajador dependiente;5;4;1400;500;256.2;400;274.48;132.63;0;236.7;0
15/2/2024;21/2/2024;Ocio, Recreo, Vacaciones;Profesional dependiente;6;2;1200;293.82;276.89;0;296.65;119.45;0;213.19;0
15/2/2024;22/2/2024;Ocio, Recreo, Vacaciones;Profesional dependiente;7;4;4091.13;2060.79;1539.54;1534.17;490.8;0;0;0;0
15/2/2024;1/3/2024;Ocio, Recreo, Vacaciones;Trabajador dependiente;15;1;104.58;0;0;710.28;0;0;0;104.58;0
15/2/2024;1/3/2024;Trabajo / Profesion;Profesional dependiente;15;1;8046.73;3419.75;3099.87;1953.27;1427.11;0;0;100;0
16/2/2024;19/2/2024;Visita familiares / amigos;Trabajador Independiente;3;4;255.7;0;89.49;0;51.14;30.68;0;75.77;8.61
16/2/2024;19/2/2024;Visita familiares / amigos;Trabajador dependiente;3;3;750;0;167.64;0;179.6;144.63;0;258.13;0
16/2/2024;19/2/2024;Visita familiares / amigos;Trabajador dependiente;3;3;500;0;111.76;0;119.73;96.42;0;172.09;0
16/2/2024;19/2/2024;Visita familiares / amigos;Trabajador dependiente;3;1;200;45.42;42.81;0;45.86;0;0;65.91;0
16/2/2024;19/2/2024;Visita familiares / amigos;Trabajador dependiente;3;2;357.97;0;101.31;0;32.3;0;0;201.47;22.9
16/2/2024;20/2/2024;Visita familiares / amigos;Trabajador dependiente;4;3;700;0;180.72;0;193.62;116.94;0;208.71;0
16/2/2024;20/2/2024;Ocio, Recreo, Vacaciones;Trabajador dependiente;4;2;600;150;168.97;200;181.03;0;0;100;0
16/2/2024;20/2/2024;Trabajo / Profesion;Trabajador Independiente;4;1;400;150;106.42;140;20;0;0;0;123.58
16/2/2024;20/2/2024;Ocio, Recreo, Vacaciones;Trabajador dependiente;4;2;587.86;320;267.86;412.14;0;0;0;0;0
16/2/2024;21/2/2024;Ocio, Recreo, Vacaciones;Trabajador dependiente;5;2;500;130.8;123.26;0;132.06;0;0;113.88;0
16/2/2024;21/2/2024;Ocio, Recreo, Vacaciones;Trabajador Independiente;5;2;1880.08;382.35;360.33;119.92;386.04;0;0;332.91;418.45
16/2/2024;23/2/2024;Visita familiares / amigos;Desocupado;7;1;255.7;0;90.63;75.43;0;0;0;59.81;105.25
16/2/2024;23/2/2024;Visita familiares / amigos;Trabajador dependiente;7;1;300;0;50;102.28;0;0;0;250;0
16/2/2024;23/2/2024;Ocio, Recreo, Vacaciones;Trabajador dependiente;7;3;2400;711.49;531.53;0;169.45;534.54;0;453;0
16/2/2024;23/2/2024;Ocio, Recreo, Vacaciones;Trabajador dependiente;7;2;600;152.44;143.66;204.56;153.91;0;0;150;0
16/2/2024;24/2/2024;Visita familiares / amigos;Trabajador Independiente;8;2;500;0;200;0;62.87;18.99;0;150;68.15
16/2/2024;26/2/2024;Visita familiares / amigos;Estudiante;10;1;255.7;0;0;0;0;0;0;255.7;0
16/2/2024;12/4/2024;Ocio, Recreo, Vacaciones;Trabajador dependiente;56;1;519.76;285.85;211.4;0;0;0;0;22.52;0
17/2/2024;17/2/2024;Compras;Trabajador dependiente;0;4;102.28;0;49.38;0;52.9;0;0;0;0
17/2/2024;17/2/2024;Compras;Trabajador dependiente;0;2;76.71;0;76.71;0;0;0;0;0;0
17/2/2024;17/2/2024;Compras;Trabajador dependiente;0;2;70.32;0;33.95;0;36.37;0;0;0;0
17/2/2024;19/2/2024;Visita familiares / amigos;Trabajador dependiente;2;2;204.56;0;46.69;0;50.02;0;0;107.84;0
17/2/2024;21/2/2024;Visita familiares / amigos;Trabajador dependiente;4;3;600;0;150;0;167.79;101.34;0;180.87;0
17/2/2024;21/2/2024;Visita familiares / amigos;Trabajador dependiente;4;2;255.7;0;79.26;0;84.91;0;0;91.53;0
17/2/2024;21/2/2024;Visita familiares / amigos;Trabajador dependiente;4;2;204.56;0;63.4;0;67.93;0;0;73.22;0
17/2/2024;21/2/2024;Visita familiares / amigos;Trabajador dependiente;4;2;383.54;0;118.88;0;127.36;0;0;137.3;0
17/2/2024;22/2/2024;Ocio, Recreo, Vacaciones;Trabajador dependiente;5;3;600;264.28;262.14;0;0;73.58;0;0;0
17/2/2024;23/2/2024;Ocio, Recreo, Vacaciones;Profesional dependiente;6;4;1000;420;250;0;100;100;0;51.83;78.17
17/2/2024;23/2/2024;Visita familiares / amigos;Trabajador Independiente;6;2;639.24;0;255.7;81.82;119.66;48.18;0;85.99;129.71
17/2/2024;23/2/2024;Ocio, Recreo, Vacaciones;Trabajador dependiente;6;5;2000;554.85;414.51;0;132.14;486.34;0;412.15;0
17/2/2024;23/2/2024;Ocio, Recreo, Vacaciones;Profesional dependiente;6;2;1000;0;286.83;0;91.44;336.53;0;285.2;0
17/2/2024;24/2/2024;Ocio, Recreo, Vacaciones;Profesional dependiente;7;3;2109.59;400;533.2;0;60;197.16;0;300;619.22
17/2/2024;24/2/2024;Ocio, Recreo, Vacaciones;Trabajador dependiente;7;2;600;152.97;144.16;0;154.44;53.3;0;95.13;0
17/2/2024;27/2/2024;Trabajo / Profesion;Profesional dependiente;10;1;800;430.15;369.85;0;0;0;0;0;0
17/2/2024;27/2/2024;Visita familiares / amigos;Jubilado, Pensionista;10;1;1000;0;406.44;0;0;0;30.55;563.01;0
17/2/2024;28/2/2024;Ocio, Recreo, Vacaciones;Profesional dependiente;11;3;1907.37;774.31;578.46;0;184.41;370.2;0;0;0
17/2/2024;28/2/2024;Ocio, Recreo, Vacaciones;Profesional dependiente;11;2;900;365.36;272.95;0;87.01;174.68;0;0;0
18/2/2024;20/2/2024;Ocio, Recreo, Vacaciones;Jubilado, Pensionista;2;2;500;80;268.41;150;26.69;24.91;0;100;0
18/2/2024;21/2/2024;Ocio, Recreo, Vacaciones;Profesional independiente;3;3;530;150;130;200;10;240;0;0;0
18/2/2024;23/2/2024;Ocio, Recreo, Vacaciones;Trabajador dependiente;5;7;1188.98;409.11;255.7;0;38.35;102.28;0;357.97;25.57
18/2/2024;23/2/2024;Compras;Trabajador dependiente;5;1;400;121.18;114.2;0;0;59.12;0;105.51;0
18/2/2024;23/2/2024;Ocio, Recreo, Vacaciones;Trabajador Independiente;5;2;950;360;126.22;0;135.23;65.34;0;116.62;146.59
18/2/2024;24/2/2024;Ocio, Recreo, Vacaciones;Profesional independiente;6;2;407.84;140.78;105.17;0;33.53;0;0;104.58;23.77
18/2/2024;24/2/2024;Ocio, Recreo, Vacaciones;Trabajador dependiente;6;2;407.84;140.78;105.17;0;33.53;0;0;104.58;23.77
18/2/2024;25/2/2024;Ocio, Recreo, Vacaciones;Jubilado, Pensionista;7;2;300;0;109.84;0;117.68;0;0;72.49;0
18/2/2024;26/2/2024;Ocio, Recreo, Vacaciones;Profesional dependiente;8;4;2284.85;633.2;560.93;0;178.82;493.59;0;418.3;0
