FechaSalida;FechaEntrada;Motivo;Ocupacion;Estadia;Gente;GastoTotal;GastoAlojamiento;GastoAlimentacion;GastoTransporteInternac;GatoTransporteLocal;GastoCultural;GastoTours;GastoCompras;GastoResto
13/6/2024;21/6/2024;Ocio, Recreo, Vacaciones;Profesional dependiente;8;4;2000;732.85;666.57;394.34;0;215.67;0;384.91;0
13/6/2024;19/6/2024;Visita familiares / amigos;Trabajador Independiente;6;2;152.8;0;110.98;0;41.81;0;0;0;0
13/6/2024;18/6/2024;Visita familiares / amigos;Trabajador dependiente;5;2;670;0;192.29;239.85;200.51;99.54;0;177.66;0
13/6/2024;18/6/2024;Ocio, Recreo, Vacaciones;Trabajador dependiente;5;2;800;240.32;218.59;239.85;227.93;113.16;0;0;0
14/6/2024;18/6/2024;Compras;Trabajador dependiente;4;3;1761.93;410.15;342.69;338.07;146.35;295.16;0;567.59;0
14/6/2024;24/6/2024;Ocio, Recreo, Vacaciones;Trabajador dependiente;10;2;1800;775.42;647.9;676.13;276.68;0;0;100;0
14/6/2024;20/6/2024;Visita familiares / amigos;Jubilado, Pensionista;6;2;700;0;200;200;0;92.36;0;164.83;242.81
14/6/2024;20/6/2024;Trabajo / Profesion;Otros;6;2;1649.44;400;253.34;700;100;200;0;0;696.1
14/6/2024;17/6/2024;Trabajo / Profesion;Otros;3;1;406.94;124.87;76.17;0;19.51;50;0;50;86.39
14/6/2024;19/6/2024;Ocio, Recreo, Vacaciones;Trabajador Independiente;5;5;1654.33;381.99;356.52;0;50.93;127.33;0;305.59;431.96
14/6/2024;23/6/2024;Visita familiares / amigos;Jubilado, Pensionista;9;1;0;0;0;0;0;0;0;0;0
14/6/2024;21/6/2024;Visita familiares / amigos;Desocupado;7;1;152.8;0;63.67;73.85;0;0;0;0;89.13
14/6/2024;15/6/2024;Trabajo / Profesion;Profesional independiente;1;1;200;69.98;63.65;0;66.37;0;0;0;0
14/6/2024;17/6/2024;Visita familiares / amigos;Trabajador dependiente;3;2;380;0;106.07;0;110.6;0;0;163.33;0
14/6/2024;21/6/2024;Visita familiares / amigos;Trabajador dependiente;7;2;380;0;234.63;0;88.4;0;0;0;56.97
14/6/2024;17/6/2024;Visita familiares / amigos;Trabajador dependiente;3;2;400;0;111.65;0;116.42;0;0;171.93;0
14/6/2024;18/6/2024;Visita familiares / amigos;Trabajador dependiente;4;1;440.33;0;114.53;119.92;119.42;74.11;0;132.27;0
14/6/2024;24/6/2024;Visita familiares / amigos;Jubilado, Pensionista;10;1;509.32;0;203.73;76.4;0;101.86;0;58.96;144.76
14/6/2024;18/6/2024;Ocio, Recreo, Vacaciones;Trabajador dependiente;4;2;636.65;203.73;112.6;101.86;117.42;72.86;0;130.04;0
14/6/2024;22/6/2024;Visita familiares / amigos;Profesional dependiente;8;1;800;0;187.43;120;0;200;0;200;212.57
14/6/2024;17/6/2024;Ocio, Recreo, Vacaciones;Trabajador dependiente;3;3;1145.97;267.39;161.97;0;168.9;114.6;0;249.41;183.7
14/6/2024;17/6/2024;Visita familiares / amigos;Patron, Com, Ind, Prod Agrop;3;4;1035.89;0;254.66;0;63.67;76.4;0;381.99;259.17
14/6/2024;2/7/2024;Ocio, Recreo, Vacaciones;Trabajador dependiente;18;2;7522.56;4468.97;901.59;5200;331.03;129.88;0;1691.09;0
15/6/2024;19/6/2024;Ocio, Recreo, Vacaciones;Trabajador dependiente;4;2;400;116.06;105.56;0;110.07;68.31;0;0;0
15/6/2024;19/6/2024;Visita familiares / amigos;Trabajador Independiente;4;2;509.32;0;102.3;0;106.67;66.2;0;118.14;116.02
15/6/2024;15/6/2024;Compras;Trabajador dependiente;1;3;114.6;0;16.47;0;0;0;0;98.13;0
15/6/2024;21/6/2024;Ocio, Recreo, Vacaciones;Trabajador Independiente;6;3;1280.06;300;150;0;11.71;100;0;200;518.35
15/6/2024;20/6/2024;Ocio, Recreo, Vacaciones;Trabajador dependiente;5;4;1247.84;381.99;356.52;208.82;50.93;101.86;76.4;254.66;25.47
15/6/2024;18/6/2024;Ocio, Recreo, Vacaciones;Profesional dependiente;3;1;213.75;108.31;76.59;486.25;28.86;0;0;0;0
15/6/2024;19/6/2024;Visita familiares / amigos;Jubilado, Pensionista;4;2;254.66;0;157.24;0;59.24;0;0;0;38.18
15/6/2024;17/6/2024;Visita familiares / amigos;Trabajador dependiente;2;2;300;0;68.93;0;71.87;0;0;159.2;0
15/6/2024;17/6/2024;Visita familiares / amigos;Trabajador dependiente;2;4;356.52;0;127.33;0;50.93;38.2;0;93.94;46.13
15/6/2024;20/6/2024;Trabajo / Profesion;Patron, Com, Ind, Prod Agrop;5;1;1500;492.16;200;400;100;0;0;544.87;162.97
15/6/2024;24/6/2024;Ocio, Recreo, Vacaciones;Jubilado, Pensionista;9;4;1500;700;166.2;0;60;300;0;85.31;188.5
15/6/2024;27/6/2024;Ocio, Recreo, Vacaciones;Trabajador dependiente;12;2;5854.37;2942.27;871.78;4368;217.95;129.18;0;1693.19;0
15/6/2024;27/6/2024;Ocio, Recreo, Vacaciones;Trabajador dependiente;12;2;6246.96;1683.9;1400.98;1353.04;454.15;915.08;0;1792.85;0
15/6/2024;18/6/2024;Visita familiares / amigos;Trabajador Independiente;3;2;400;0;110.86;0;41.77;0;0;220.46;26.92
15/6/2024;21/6/2024;Ocio, Recreo, Vacaciones;Trabajador dependiente;6;2;700;157.76;156.08;0;23.41;100;0;100;162.74
15/6/2024;19/6/2024;Ocio, Recreo, Vacaciones;Trabajador dependiente;4;3;763.98;305.59;92.07;0;96;59.58;0;106.33;104.42
15/6/2024;21/6/2024;Ocio, Recreo, Vacaciones;Trabajador dependiente;6;3;790;0;243.52;0;253.93;105.05;0;187.49;0
15/6/2024;20/6/2024;Visita familiares / amigos;Jubilado, Pensionista;5;2;800;0;229.6;239.85;239.42;118.86;0;212.13;0
15/6/2024;20/6/2024;Ocio, Recreo, Vacaciones;Trabajador dependiente;5;4;2000;464.01;422.05;479.7;440.09;218.48;65.42;389.94;0
16/6/2024;19/6/2024;Ocio, Recreo, Vacaciones;Trabajador dependiente;3;4;1629.83;407.46;356.52;0;101.86;162.98;0;346.09;254.91
16/6/2024;19/6/2024;Ocio, Recreo, Vacaciones;Trabajador dependiente;3;2;600;146.52;133.27;0;0;114.99;0;205.22;0
16/6/2024;19/6/2024;Visita familiares / amigos;Trabajador dependiente;3;3;407.46;0;178.26;0;45.84;63.67;0;68.92;50.77
16/6/2024;21/6/2024;Visita familiares / amigos;Trabajador dependiente;5;1;250;0;0;0;0;89.78;0;160.22;0
16/6/2024;23/6/2024;Ocio, Recreo, Vacaciones;Trabajador dependiente;7;2;877.35;195.41;177.73;0;185.33;0;0;117.29;201.58
16/6/2024;20/6/2024;Ocio, Recreo, Vacaciones;Trabajador dependiente;4;2;1004.29;223.32;203.13;239.85;211.81;131.44;0;234.59;0
16/6/2024;21/6/2024;Tratamiento Salud;Jubilado, Pensionista;5;2;247.88;247.88;0;0;0;0;0;0;0
16/6/2024;21/6/2024;Trabajo / Profesion;Profesional independiente;5;3;123.94;123.94;0;0;0;0;0;0;0
16/6/2024;27/6/2024;Ocio, Recreo, Vacaciones;Profesional independiente;11;2;1844.88;800;350;0;145.3;246.8;0;209.15;93.64
16/6/2024;19/6/2024;Trabajo / Profesion;Profesional dependiente;3;1;200;101.34;71.66;0;27;0;0;0;0
16/6/2024;19/6/2024;Compras;Trabajador Independiente;3;1;400;93.93;85.43;0;89.09;0;0;131.55;0
16/6/2024;26/6/2024;Ocio, Recreo, Vacaciones;Jubilado, Pensionista;10;1;465.32;396.98;0;1034.68;0;0;68.34;0;0
16/6/2024;21/6/2024;Visita familiares / amigos;Otros;5;1;488.16;388.16;100;0;0;0;0;0;0
16/6/2024;22/6/2024;Visita familiares / amigos;Estudiante;6;1;500;0;136.42;110;0;58.85;0;150;154.73
16/6/2024;19/6/2024;Ocio, Recreo, Vacaciones;Trabajador dependiente;3;5;636.65;219.01;178.26;0;45.84;47.21;0;84.26;62.06
16/6/2024;18/6/2024;Trabajo / Profesion;Profesional dependiente;2;2;661.93;301.93;252.27;338.07;107.73;0;0;0;0
16/6/2024;20/6/2024;Visita familiares / amigos;Trabajador dependiente;4;2;800;0;208.08;239.85;216.97;134.65;0;240.31;0
16/6/2024;26/6/2024;Ocio, Recreo, Vacaciones;Jubilado, Pensionista;10;2;930.65;930.65;0;2069.35;0;0;0;0;0
16/6/2024;22/6/2024;Ocio, Recreo, Vacaciones;Trabajador dependiente;6;2;1000;252.31;195.11;250;15.61;100;0;176.69;260.28
16/6/2024;21/6/2024;Tratamiento Salud;Profesional dependiente;5;2;1228.85;540;160;0;205.17;100;0;200;23.68
16/6/2024;20/6/2024;Ocio, Recreo, Vacaciones;Profesional dependiente;4;2;2000;480;360;230;50;244.63;0;436.6;428.77
16/6/2024;26/6/2024;Ocio, Recreo, Vacaciones;Trabajador dependiente;10;2;4000;594.59;0;2069.35;0;0;102.36;3303.05;0
16/6/2024;21/6/2024;Visita familiares / amigos;Trabajador dependiente;5;2;509.32;0;203.73;150.25;0;61.42;0;109.61;134.56
17/6/2024;22/6/2024;Ocio, Recreo, Vacaciones;Trabajador Independiente;5;3;1463.15;400;250;202.18;30;117.06;0;234.13;431.96
17/6/2024;20/6/2024;Ocio, Recreo, Vacaciones;Trabajador Independiente;3;2;1000;198.28;180.35;239.85;188.06;155.6;0;277.71;0
17/6/2024;23/6/2024;Ocio, Recreo, Vacaciones;Trabajador Independiente;6;2;1500;379.68;345.34;0;360.11;148.98;0;265.89;0
17/6/2024;19/6/2024;Visita familiares / amigos;Trabajador dependiente;2;2;356.52;0;152.8;0;76.4;0;0;85.4;41.93
17/6/2024;21/6/2024;Visita familiares / amigos;Trabajador dependiente;4;4;500;0;130.05;0;135.61;84.15;0;150.19;0
17/6/2024;22/6/2024;Ocio, Recreo, Vacaciones;Profesional dependiente;5;3;660.19;139.58;126.95;0;132.38;0;0;117.29;143.99
17/6/2024;23/6/2024;Ocio, Recreo, Vacaciones;Profesional independiente;6;3;768.77;167.49;152.34;98.58;158.86;0;0;117.29;172.78
17/6/2024;18/6/2024;Trabajo / Profesion;Patron, Com, Ind, Prod Agrop;1;1;92.05;28.61;21.11;369.41;42.33;0;0;0;0
17/6/2024;18/6/2024;Trabajo / Profesion;Trabajador Independiente;1;1;23.41;0;11.46;0;11.95;0;0;0;0
17/6/2024;24/6/2024;Visita familiares / amigos;Estudiante;7;1;250;0;123.17;119.92;0;45.54;0;81.28;0
17/6/2024;19/6/2024;Trabajo / Profesion;Trabajador Independiente;2;1;500;180;100;0;25;0;0;180.32;14.68
17/6/2024;24/6/2024;Visita familiares / amigos;Trabajador dependiente;7;2;500;0;301.22;0;0;0;0;198.78;0
17/6/2024;25/6/2024;Ocio, Recreo, Vacaciones;Jubilado, Pensionista;8;8;511.04;361.82;111.72;481.74;37.5;0;0;0;0
17/6/2024;26/6/2024;Ocio, Recreo, Vacaciones;Trabajador dependiente;9;1;565.32;352.15;0;1034.68;213.18;0;0;0;0
17/6/2024;23/6/2024;Ocio, Recreo, Vacaciones;Trabajador dependiente;6;3;1200;303.75;276.27;0;288.09;119.18;0;212.71;0
17/6/2024;24/6/2024;Ocio, Recreo, Vacaciones;Trabajador dependiente;7;2;1323.87;535.44;447.38;676.13;191.05;0;0;150;0
17/6/2024;25/6/2024;Ocio, Recreo, Vacaciones;Profesional dependiente;8;2;1424.58;1089.31;111.72;1430;80.69;91.92;0;50.93;0
17/6/2024;29/6/2024;Ocio, Recreo, Vacaciones;Trabajador Independiente;12;2;2600;1051.1;743.31;0;0;436.05;0;369.54;0
17/6/2024;29/6/2024;Ocio, Recreo, Vacaciones;Profesional independiente;12;2;3000;808.66;672.8;0;218.1;439.45;0;860.98;0
17/6/2024;25/6/2024;Ocio, Recreo, Vacaciones;Profesional dependiente;8;3;5000;2500;1177.86;1800;443.78;0;0;878.36;0
17/6/2024;24/6/2024;Ocio, Recreo, Vacaciones;Profesional dependiente;7;2;1823.87;740.7;618.88;676.13;264.29;0;0;200;0
17/6/2024;22/6/2024;Visita familiares / amigos;Patron, Com, Ind, Prod Agrop;5;2;2000;0;487.71;0;508.56;0;0;450.6;553.14
18/6/2024;21/6/2024;Compras;Trabajador Independiente;3;1;500;117.41;106.79;0;111.36;0;0;164.44;0
18/6/2024;22/6/2024;Ocio, Recreo, Vacaciones;Trabajador Independiente;4;2;436.42;111.66;101.56;0;105.91;0;0;117.29;0
18/6/2024;23/6/2024;Ocio, Recreo, Vacaciones;Trabajador dependiente;5;2;660.19;139.58;126.95;0;132.38;0;0;117.29;143.99
18/6/2024;23/6/2024;Ocio, Recreo, Vacaciones;Patron, Com, Ind, Prod Agrop;5;2;660.19;139.58;126.95;0;132.38;0;0;117.29;143.99
18/6/2024;21/6/2024;Trabajo / Profesion;Profesional independiente;3;1;74.36;74.36;0;0;0;0;0;0;0
18/6/2024;24/6/2024;Ocio, Recreo, Vacaciones;Trabajador dependiente;6;3;2269.02;400;457.03;0;476.57;117.06;0;300;518.35
18/6/2024;22/6/2024;Visita familiares / amigos;Trabajador dependiente;4;2;324.76;0;101.56;0;105.91;0;0;117.29;0
18/6/2024;18/6/2024;Trabajo / Profesion;Patron, Com, Ind, Prod Agrop;1;1;0;0;0;0;0;0;0;0;0
18/6/2024;21/6/2024;Visita familiares / amigos;Trabajador dependiente;3;2;144.8;0;105.17;0;39.63;0;0;0;0
18/6/2024;18/6/2024;Compras;Trabajador Independiente;1;2;38.2;0;0;0;0;0;0;38.2;0
18/6/2024;18/6/2024;Compras;Trabajador Independiente;1;2;50.93;0;0;0;0;0;0;50.93;0
18/6/2024;18/6/2024;Compras;Trabajador dependiente;1;2;63.67;0;11.34;0;0;0;0;52.33;0
18/6/2024;18/6/2024;Compras;Trabajador Independiente;1;2;71.3;0;0;0;0;0;0;71.3;0
18/6/2024;18/6/2024;Compras;Trabajador Independiente;1;2;254.66;0;45.35;0;0;0;0;209.31;0
18/6/2024;21/6/2024;Visita familiares / amigos;Jubilado, Pensionista;3;2;381.99;0;101.86;137.52;0;0;0;161.31;118.81
18/6/2024;21/6/2024;Compras;Trabajador dependiente;3;1;400;93.93;85.43;0;89.09;0;0;131.55;0
18/6/2024;21/6/2024;Compras;Trabajador dependiente;3;2;600;140.89;128.15;0;133.63;0;0;197.33;0
18/6/2024;26/6/2024;Visita familiares / amigos;Profesional dependiente;8;1;680.08;0;431.13;119.92;0;0;0;248.95;0
18/6/2024;24/6/2024;Ocio, Recreo, Vacaciones;Trabajador Independiente;6;3;1200;360;163.51;0;170.5;70.54;0;250;185.45
18/6/2024;25/6/2024;Ocio, Recreo, Vacaciones;Trabajador dependiente;7;3;2143.11;1246.97;369.47;2145;92.37;0;0;388.11;46.18
18/6/2024;25/6/2024;Ocio, Recreo, Vacaciones;Trabajador dependiente;7;3;2614.65;1622.79;371.65;357;120.21;200;0;300;0
18/6/2024;25/6/2024;Ocio, Recreo, Vacaciones;Patron, Com, Ind, Prod Agrop;7;2;4000;2000;741.12;900;279.23;300;379.66;300;0
18/6/2024;8/7/2024;Visita familiares / amigos;Jubilado, Pensionista;20;2;16000;5000;4557.83;5000;1156.33;1786.23;0;3499.61;0
19/6/2024;25/6/2024;Visita familiares / amigos;Profesional dependiente;6;3;3000;0;1147.72;0;432.42;0;0;1141.18;278.68
19/6/2024;24/6/2024;Visita familiares / amigos;Trabajador dependiente;5;5;636.65;0;254.66;0;76.4;101.86;0;127.33;76.4
19/6/2024;24/6/2024;Visita familiares / amigos;Trabajador dependiente;5;3;509.32;0;124.2;0;129.51;0;0;114.75;140.86
19/6/2024;29/6/2024;Visita familiares / amigos;Trabajador dependiente;10;2;345.91;0;175.29;0;66.04;0;0;104.58;0
19/6/2024;23/6/2024;Visita familiares / amigos;Profesional dependiente;4;1;300;0;69.26;0;72.22;0;0;79.98;78.55
19/6/2024;24/6/2024;Trabajo / Profesion;Profesional independiente;5;1;400;108.16;98.37;0;102.58;0;0;90.89;0
19/6/2024;24/6/2024;Ocio, Recreo, Vacaciones;Profesional dependiente;5;3;1200;287.82;261.79;0;272.99;135.52;0;241.87;0
19/6/2024;26/6/2024;Trabajo / Profesion;Profesional dependiente;7;1;1380.08;307.93;280.08;119.92;292.06;0;0;500;0
19/6/2024;24/6/2024;Ocio, Recreo, Vacaciones;Trabajador dependiente;5;6;1500;350;300;0;100;150.74;0;269.02;330.24
19/6/2024;26/6/2024;Visita familiares / amigos;Profesional independiente;7;2;400;0;148;0;154.33;0;0;97.67;0
19/6/2024;24/6/2024;Ocio, Recreo, Vacaciones;Trabajador dependiente;5;5;967.71;407.46;305.59;0;50.93;40.95;0;73.08;89.71
19/6/2024;27/6/2024;Ocio, Recreo, Vacaciones;Patron, Com, Ind, Prod Agrop;8;3;2500;1100;465.06;0;175.22;300;0;346.81;112.92
19/6/2024;26/6/2024;Ocio, Recreo, Vacaciones;Profesional independiente;7;7;3380.08;1182.67;1075.71;119.92;1121.7;0;0;0;0
19/6/2024;2/7/2024;Visita familiares / amigos;Trabajador dependiente;13;1;1133.88;0;330.08;180;0;200;0;200;403.8
19/6/2024;9/7/2024;Visita familiares / amigos;Jubilado, Pensionista;20;2;5742.44;0;2427.5;3906.54;1178.86;454.79;0;1681.29;0
19/6/2024;27/9/2024;Estudios;Estudiante;100;1;15000;3000;4320.14;3500;1985.51;161.88;32.48;1000;4500
20/6/2024;24/6/2024;Visita familiares / amigos;Trabajador dependiente;4;3;973.52;0;210.35;0;79.25;370.2;0;313.73;0
20/6/2024;26/6/2024;Visita familiares / amigos;Jubilado, Pensionista;6;2;1000;0;308.25;239.85;321.43;132.98;0;237.33;0
20/6/2024;24/6/2024;Otros;Jubilado, Pensionista;4;2;223.32;223.32;0;0;0;0;0;0;0
20/6/2024;25/6/2024;Ocio, Recreo, Vacaciones;Trabajador dependiente;5;3;370.46;123.94;87.65;0;33.02;0;0;104.58;21.28
20/6/2024;27/6/2024;Trabajo / Profesion;Profesional dependiente;7;2;3850.85;907.63;849.62;3906.54;412.3;0;0;1681.29;0
20/6/2024;26/6/2024;Visita familiares / amigos;Jubilado, Pensionista;6;1;200;0;0;0;0;0;0;200;0
20/6/2024;23/6/2024;Trabajo / Profesion;Profesional dependiente;3;1;120;28.18;25.63;0;26.73;0;0;39.47;0
20/6/2024;24/6/2024;Visita familiares / amigos;Trabajador dependiente;4;1;178.26;0;0;0;0;0;0;178.26;0
20/6/2024;24/6/2024;Visita familiares / amigos;Profesional independiente;4;2;400;0;142.76;0;0;92.38;0;164.87;0
20/6/2024;24/6/2024;Trabajo / Profesion;Trabajador dependiente;4;1;416.43;310.53;0;0;105.91;0;0;0;0
20/6/2024;24/6/2024;Visita familiares / amigos;Jubilado, Pensionista;4;2;458.39;0;178.26;147.7;87.67;0;0;97.1;95.36
20/6/2024;24/6/2024;Ocio, Recreo, Vacaciones;Trabajador dependiente;4;4;636.65;224.1;203.73;0;40.75;50.93;0;59.1;58.04
20/6/2024;24/6/2024;Visita familiares / amigos;Profesional dependiente;4;3;750;0;261.49;0;98.52;0;0;390;0
20/6/2024;27/6/2024;Ocio, Recreo, Vacaciones;Profesional dependiente;7;2;1200;313.05;284.74;239.85;296.92;105.29;0;200;0
20/6/2024;28/6/2024;Ocio, Recreo, Vacaciones;Profesional dependiente;8;7;2000;600;450;0;250;200;155.99;259.51;84.5
20/6/2024;27/6/2024;Ocio, Recreo, Vacaciones;Profesional dependiente;7;2;4040.88;996.08;295.14;2135;73.78;182.67;0;2493.21;0
20/6/2024;27/6/2024;Ocio, Recreo, Vacaciones;Trabajador dependiente;7;4;8060.48;1849.86;548.11;3965;137.03;365.33;173.72;4986.42;0
20/6/2024;23/6/2024;Visita familiares / amigos;Profesional dependiente;3;3;500;0;146.94;0;0;126.78;0;226.27;0
20/6/2024;24/6/2024;Visita familiares / amigos;Trabajador dependiente;4;3;500;0;108.03;0;40.7;190.13;0;161.13;0
20/6/2024;27/6/2024;Ocio, Recreo, Vacaciones;Trabajador dependiente;7;2;950;297.41;270.51;239.85;282.08;0;0;100;0
21/6/2024;23/6/2024;Compras;Trabajador Independiente;2;2;334.45;55.83;50.78;0;52.95;0;0;117.29;57.59
21/6/2024;24/6/2024;Ocio, Recreo, Vacaciones;Trabajador dependiente;3;3;479.75;251.24;228.52;0;0;0;0;0;0
21/6/2024;25/6/2024;Trabajo / Profesion;Profesional independiente;4;2;195.68;99.15;70.12;0;26.42;0;0;0;0
21/6/2024;24/6/2024;Trabajo / Profesion;Profesional independiente;3;1;404.2;160;100;0;7.8;0;0;50;86.39
21/6/2024;24/6/2024;Ocio, Recreo, Vacaciones;Trabajador dependiente;3;4;949.8;221.55;178.26;157.89;25.47;76.4;40.75;234.59;172.78
21/6/2024;22/6/2024;Compras;Trabajador Independiente;1;1;197.96;0;25.39;0;26.48;0;0;117.29;28.8
21/6/2024;27/6/2024;Visita familiares / amigos;Profesional dependiente;6;1;2014.64;0;150.57;1034.68;94.51;324.11;0;1445.45;0
21/6/2024;29/6/2024;Ocio, Recreo, Vacaciones;Jubilado, Pensionista;8;1;100;0;0;0;0;0;0;100;0
21/6/2024;23/6/2024;Visita familiares / amigos;Profesional independiente;2;3;200;0;0;0;0;0;0;200;0
21/6/2024;24/6/2024;Ocio, Recreo, Vacaciones;Profesional independiente;3;1;300;56.71;51.58;0;53.79;0;0;79.43;58.5
21/6/2024;24/6/2024;Visita familiares / amigos;Trabajador dependiente;3;2;380;0;106.07;239.85;110.6;0;0;163.33;0
21/6/2024;24/6/2024;Visita familiares / amigos;Profesional independiente;3;4;700;0;125.46;0;130.82;108.24;0;193.19;142.29
21/6/2024;26/6/2024;Ocio, Recreo, Vacaciones;Trabajador dependiente;5;2;1100;263.84;239.98;239.85;250.24;124.23;0;221.72;0
21/6/2024;28/6/2024;Ocio, Recreo, Vacaciones;Trabajador dependiente;7;5;1600;500.35;455.1;900;474.55;70;0;100;0
21/6/2024;29/6/2024;Ocio, Recreo, Vacaciones;Trabajador dependiente;8;2;2000;895.05;632.95;0;0;0;0;472.01;0
21/6/2024;24/6/2024;Visita familiares / amigos;Trabajador dependiente;3;1;229.19;0;50.52;68.76;0;43.59;0;77.79;57.3
21/6/2024;24/6/2024;Visita familiares / amigos;Trabajador dependiente;3;3;305.59;0;64.79;0;67.56;0;0;99.76;73.48
21/6/2024;26/6/2024;Ocio, Recreo, Vacaciones;Trabajador dependiente;5;4;1850;443.73;403.6;479.7;420.85;208.93;0;372.89;0
22/6/2024;27/6/2024;Ocio, Recreo, Vacaciones;Trabajador dependiente;5;2;500;155.24;141.2;0;0;73.1;0;130.46;0
22/6/2024;24/6/2024;Visita familiares / amigos;Trabajador dependiente;2;4;254.66;0;127.33;0;25.47;0;0;101.86;0
22/6/2024;23/6/2024;Compras;Trabajador Independiente;1;2;225.87;27.92;25.39;0;26.48;0;0;117.29;28.8
22/6/2024;24/6/2024;Visita familiares / amigos;Trabajador dependiente;2;2;127.33;0;76.4;0;0;0;0;50.93;0
22/6/2024;26/6/2024;Visita familiares / amigos;Trabajador dependiente;4;2;178.26;0;55.75;0;58.13;0;0;64.38;0
22/6/2024;27/6/2024;Visita familiares / amigos;Profesional dependiente;5;2;200;0;103.96;191;0;0;0;96.04;0
22/6/2024;24/6/2024;Ocio, Recreo, Vacaciones;Trabajador dependiente;2;2;381.99;137.52;89.13;0;20.37;36.87;0;65.8;32.31
22/6/2024;26/6/2024;Visita familiares / amigos;Trabajador dependiente;4;2;855;0;222.38;239.85;231.89;143.9;0;256.83;0
22/6/2024;26/6/2024;Ocio, Recreo, Vacaciones;Profesional dependiente;4;2;1060.15;235.75;214.42;239.85;223.59;138.75;0;247.64;0
22/6/2024;28/6/2024;Ocio, Recreo, Vacaciones;Profesional dependiente;6;4;1400;420;300;0;170;248.25;0;210.38;51.37
22/6/2024;26/6/2024;Ocio, Recreo, Vacaciones;Profesional dependiente;4;4;2000;444.74;404.52;479.7;421.81;261.76;0;467.17;0
22/6/2024;28/6/2024;Ocio, Recreo, Vacaciones;Profesional dependiente;6;4;2600;658.11;598.59;0;624.19;258.23;0;460.87;0
22/6/2024;29/6/2024;Visita familiares / amigos;Jubilado, Pensionista;7;2;450;0;166.5;0;173.62;0;0;109.88;0
22/6/2024;29/6/2024;Visita familiares / amigos;Trabajador Independiente;7;2;500;0;162.74;0;169.69;60.17;0;107.4;0
22/6/2024;27/6/2024;Ocio, Recreo, Vacaciones;Profesional dependiente;5;3;600;162.23;147.56;0;153.87;0;0;136.33;0
22/6/2024;1/7/2024;Ocio, Recreo, Vacaciones;Profesional independiente;9;6;2500;750;500;0;250;458.73;0;388.75;152.52
23/6/2024;26/6/2024;Trabajo / Profesion;Profesional dependiente;3;1;350;122.46;111.39;0;116.15;0;0;0;0
23/6/2024;26/6/2024;Trabajo / Profesion;Profesional dependiente;3;1;380.08;132.99;120.96;119.92;126.13;0;0;0;0
23/6/2024;28/6/2024;Ocio, Recreo, Vacaciones;Profesional dependiente;5;4;2327.7;558.31;507.81;0;529.53;262.88;0;469.17;0
23/6/2024;27/6/2024;Ocio, Recreo, Vacaciones;Jubilado, Pensionista;4;2;500;200.15;182.05;0;0;117.8;0;0;0
23/6/2024;28/6/2024;Visita familiares / amigos;Trabajador dependiente;5;3;509.32;0;203.73;0;76.4;0;0;190.44;38.75
23/6/2024;26/6/2024;Ocio, Recreo, Vacaciones;Trabajador dependiente;3;3;1100;258.3;234.94;359.77;244.99;0;0;361.77;0
23/6/2024;28/6/2024;Ocio, Recreo, Vacaciones;Trabajador dependiente;5;4;2000;479.71;436.32;0;454.98;225.87;0;403.12;0
23/6/2024;1/7/2024;Ocio, Recreo, Vacaciones;Trabajador dependiente;8;3;2550;600;750;0;210;461.97;0;391.5;136.53
24/6/2024;28/6/2024;Visita familiares / amigos;Trabajador dependiente;4;2;600;0;187.64;0;195.66;0;0;216.7;0
24/6/2024;28/6/2024;Ocio, Recreo, Vacaciones;Trabajador dependiente;4;2;850;189.01;171.92;0;179.27;111.25;0;198.55;0
24/6/2024;28/6/2024;Ocio, Recreo, Vacaciones;Trabajador dependiente;4;4;1000;0;260.1;0;271.22;168.31;0;300.38;0
24/6/2024;26/6/2024;Trabajo / Profesion;Profesional dependiente;2;1;170;59.48;54.1;0;56.42;0;0;0;0
24/6/2024;26/6/2024;Trabajo / Profesion;Profesional independiente;2;2;553.72;111.66;101.56;239.85;105.91;0;0;234.59;0
24/6/2024;27/6/2024;Compras;Trabajador dependiente;3;1;300;70.45;64.07;0;66.81;0;0;98.67;0
24/6/2024;27/6/2024;Ocio, Recreo, Vacaciones;Profesional dependiente;3;3;500;0;0;0;0;0;0;500;0
24/6/2024;28/6/2024;Ocio, Recreo, Vacaciones;Trabajador dependiente;4;4;600;139.96;127.3;239.85;132.74;0;0;200;0
24/6/2024;27/6/2024;Trabajo / Profesion;Trabajador Independiente;3;2;600;300;185.23;0;69.79;0;0;0;44.98
24/6/2024;28/6/2024;Ocio, Recreo, Vacaciones;Trabajador Independiente;4;2;759.12;450;141.58;450;0;167.54;0;0;0
24/6/2024;26/6/2024;Visita familiares / amigos;Trabajador Independiente;2;2;127.33;0;31.97;0;0;0;0;95.36;0
24/6/2024;29/6/2024;Visita familiares / amigos;Profesional independiente;5;1;500;0;114.82;0;0;113.58;0;271.59;0
24/6/2024;29/6/2024;Trabajo / Profesion;Profesional independiente;5;1;900;193.26;160.79;0;52.12;0;0;493.83;0
24/6/2024;11/7/2024;Ocio, Recreo, Vacaciones;Trabajador dependiente;17;2;3500;0;2355.9;3000;1144.1;0;0;0;0
24/6/2024;3/7/2024;Ocio, Recreo, Vacaciones;Profesional dependiente;9;4;1800;364.6;336.83;0;416.76;96.87;0;172.89;412.05
